eq_id,shareClassFIGI,legal_name
EQ0008272,BBG001S7YL70,BIOLASE INC
EQ0008273,BBG001S7YLB5,JIANGSU CHUNLAN REFRIG EQ-A
EQ0008274,BBG001S7YLF1,BEIJING AEROSPACE CHANGFEN-A
EQ0008275,BBG001S7YLM3,NINGBO ZHONGBAI CO LTD -A
EQ0008276,BBG001S7YLS7,LT GROUP INC
EQ0008279,BBG001S7YNQ5,NAWI GROUP LTD
EQ0008280,BBG001S7YNS3,TTEC HOLDINGS INC
EQ0008281,BBG001S7YP71,DANEL (ADIR YEOSHUA) LTD
EQ0008283,BBG001S7YPJ8,VICOM LTD
EQ0008284,BBG001S7YPR9,INFOMEDIA PRESS LTD
EQ0008285,BBG001S7YPX2,GOLDRICH MINING CO
EQ0008286,BBG001S7YQ06,FON SE
EQ0008287,BBG001S7YR68,MEFCOM CAPITAL MARKETS LTD
EQ0008288,BBG001S7YRS4,CHARMS INDUSTRIES LTD
EQ0008289,BBG001S7YRW9,KRETTO SYSCON LTD
EQ0008290,BBG001S7YS66,TOKYO CENTURY CORP
EQ0008291,BBG001S7YS75,SIL INVESTMENTS LTD
EQ0008292,BBG001S7YS93,PINNACLE BANCSHARES INC
EQ0008293,BBG001S7YSJ2,CHARAN INSURANCE PUB CO LTD
EQ0008294,BBG001S7YSM8,JEMTEC INC
EQ0008296,BBG001S7YT46,SHANXI XINGHUACUN FEN WINE-A
EQ0008297,BBG001S7YT55,SHENMA INDUSTRY CO LTD-A
EQ0008298,BBG001S7YT73,NORTH CHINA PHARM CO-A
EQ0008299,BBG001S7YTB8,HANGZHOU JIEBAI GROUP CO-A
EQ0008300,BBG001S7YTC7,XIAMEN XGMA MACHINERY CO L-A
EQ0008301,BBG001S7YTF4,YUTONG HEAVY INDUSTRIES CO-A
EQ0008304,BBG001S7YTK8,SHANGHAI TUNNEL ENGINEERIN-A
EQ0008305,BBG001S7YTP3,NYOCOR CO LTD-A
EQ0008307,BBG001S7YTV6,SHANGHAI YIMIN COMMERCE-A
EQ0008308,BBG001S7YTY3,SHANGHAI XINHUA MEDIA CO L-A
EQ0008309,BBG001S7YTZ2,DLG EXHIBITIONS & EVENTS C-A
EQ0008310,BBG001S7YV05,MAOYE COMMERCIAL CO LTD-A
EQ0008311,BBG001S7YV14,HPGC RENMINTONGTAI PHARMAC-A
EQ0008312,BBG001S7YV23,SUNNY LOAN TOP CO LTD-A
EQ0008313,BBG001S7YV32,SHAANXI BROADCAST & TV NET-A
EQ0008314,BBG001S7YV50,SHANGHAI NO.1 PHARMACY CO-A
EQ0008315,BBG001S7YV69,SHANGHAI SHENTONG METRO CO-A
EQ0008317,BBG001S7YVC2,ALAMO GROUP INC
EQ0008318,BBG001S7YVG8,SHANGHAI JOIN BUY CO LTD-A
EQ0008319,BBG001S7YVH7,SICHUAN CHANGHONG ELECTRIC-A
EQ0008323,BBG001S7YVQ7,SHANGHAI TONGJI SCIENCE-A
EQ0008324,BBG001S7YVR6,CHONGQING WANLI NEW ENERGY-A
EQ0008325,BBG001S7YVS5,SHANGHAI LINGANG HOLDINGS-A
EQ0008327,BBG001S7YVV1,CETC DIGITAL TECHNOLOGY CO-A
EQ0008328,BBG001S7YVW0,SHANGHAI HAIXIN GROUP CO-A
EQ0008329,BBG001S7YVY8,LONGJIAN ROAD & BRIDGE CO-A
EQ0008330,BBG001S7YW58,THERMAX LTD
EQ0008332,BBG001S7YWC0,PEAB AB-CLASS B
EQ0008333,BBG001S7YWD9,C T LAND DEVELOPMENT PLC
EQ0008334,BBG001S7YWZ5,MTN GROUP LTD
EQ0008336,BBG001S7YX56,CBZ HOLDINGS LTD
EQ0008337,BBG001S7YZD2,SOLIS MINERALS LTD
EQ0008338,BBG001S7Z299,BURSA DE VALORI BUCURESTI SA
EQ0008339,BBG001S7Z574,MCBRIDE PLC
EQ0008340,BBG001S7ZCG9,QUANTUM CAPITAL INC
EQ0008341,BBG001S7ZCZ8,EMAMI PAPER MILLS LTD
EQ0008342,BBG001S7ZD22,RENZE HARVEST INTERNATIONAL
EQ0008343,BBG001S7ZD59,TALGA GROUP LTD
EQ0008344,BBG001S7ZDP7,CLEARVISE AG
EQ0008345,BBG001S7ZFF3,NORTHCLIFF CITRANUSA INDONES
EQ0008346,BBG001S7ZFX3,ALSET INTERNATIONAL LTD
EQ0008347,BBG001S7ZG07,CELLAVISION AB
EQ0008348,BBG001S7ZGF1,CHINA INVESTMENT & FINANCE G
EQ0008349,BBG001S7ZKF2,STAR COMGISTIC CAPITAL CO LT
EQ0008350,BBG001S7ZLL3,SOMBOON ADVANCE TECHNOLOGY P
EQ0008351,BBG001S7ZNC9,TEK SENG HOLDINGS BHD
EQ0008352,BBG001S7ZP61,SHINWA WISE HOLDINGS CO LTD
EQ0008353,BBG001S7ZTX3,PENNEXX FOODS INC
EQ0008354,BBG001S7ZTY2,BIO-KEY INTERNATIONAL INC
EQ0008355,BBG001S7ZV86,MIRAEING
EQ0008356,BBG001S7ZVM0,QINGLING MOTORS CO LTD-H
EQ0008357,BBG001S7ZWG5,HISCOX LTD
EQ0008358,BBG001S7ZWL9,SILICON OPTRONICS INC
EQ0008359,BBG001S7ZWZ4,ARROW RESOURCES DEVELOPMENT
EQ0008360,BBG001S7ZXP3,ULKER BISKUVI SANAYI
EQ0008361,BBG001S7ZYN3,DONGFANG ELECTRIC CORP LTD-H
EQ0008362,BBG001S7ZYX2,SCOOBEEZ GLOBAL INC
EQ0008363,BBG001S7ZZ50,BRESLER & REINER INC
EQ0008364,BBG001S7ZZ78,BOSWELL (JG) CO
EQ0008365,BBG001S7ZZ87,BOSTON SAND & GRAVEL CO
EQ0008366,BBG001S7ZZG8,AZTEC LAND & CATTLE LTD
EQ0008367,BBG001S7ZZK3,BALTIC INTERNATIONAL USA INC
EQ0008368,BBG001S800K6,CALIFORNIA-ENGELS MINING CO
EQ0008369,BBG001S800Q0,MHHC ENTERPRISES INC
EQ0008370,BBG001S800Y1,TPL PLASTECH LTD
EQ0008371,BBG001S80115,SHANGHAI LINGANG HLDGS COR-B
EQ0008372,BBG001S80188,CORERO NETWORK SECURITY PLC
EQ0008373,BBG001S80197,PP PRIME PCL
EQ0008374,BBG001S801T5,INFINITO GOLD LTD
EQ0008375,BBG001S80348,AASTAMANGALAM FINANCE LTD
EQ0008376,BBG001S80366,ASHIRWAD STEELS & INDUS LTD
EQ0008377,BBG001S80375,AREX INDUSTRIES LTD
EQ0008378,BBG001S80384,BILCARE LTD
EQ0008379,BBG001S80393,BANARAS BEADS LTD
EQ0008380,BBG001S804D6,MEVACO S.A.
EQ0008381,BBG001S805R8,HYDRATEC INDUSTRIES NV
EQ0008382,BBG001S80687,CYBERTECH SYSTEMS & SOFTWARE
EQ0008383,BBG001S806B3,MANALI PETROCHEMICALS LTD
EQ0008384,BBG001S806N0,CW MACKIE PLC
EQ0008385,BBG001S806V1,RRP SEMICONDUCTOR LTD
EQ0008386,BBG001S806X9,GANON PRODUCTS LTD
EQ0008388,BBG001S80749,ERAMET
EQ0008389,BBG001S807N8,GAGAN GASES LTD
EQ0008390,BBG001S80892,SAHARA HOUSINGFINA CORP LTD
EQ0008391,BBG001S808B9,NDA SECURITIES LTD
EQ0008392,BBG001S808C8,SHAKTI PRESS LTD
EQ0008393,BBG001S808Q3,VELOCITY MINERALS LTD
EQ0008394,BBG001S80990,AGRIAUTOS INDUSTRIES LTD
EQ0008395,BBG001S809G2,ATLAS BATTERY LTD
EQ0008396,BBG001S809S9,OPUS GLOBAL NYILVANOSAN MU
EQ0008397,BBG001S809T8,PRONEXUS INC
EQ0008398,BBG001S80B22,CHINA UPTOWN GROUP CO LTD
EQ0008399,BBG001S80B68,OI ELECTRIC CO LTD
EQ0008400,BBG001S80B86,FIELMANN GROUP AG
EQ0008401,BBG001S80C20,IDARADO MINING CO
EQ0008402,BBG001S80CB0,JSW DULUX LTD
EQ0008403,BBG001S80CK0,NICHING INDUSTRIAL CORP
EQ0008404,BBG001S80CM8,KANG YONG ELECTRIC PUB CO
EQ0008405,BBG001S80DB8,VEERHEALTH CARE LTD
EQ0008406,BBG001S80DN5,CALIFORNIA ORCHARDS CO
EQ0008407,BBG001S80DT9,TIMES UNIVERSAL GROUP HOLDIN
EQ0008408,BBG001S80DV6,GUANGDONG MEIYAN JIXIANG H-A
EQ0008409,BBG001S80DY3,MARUWA CO LTD
EQ0008410,BBG001S80DZ2,BORUSAN BIRLESIK BORU FABRIK
EQ0008411,BBG001S80F96,MERCHANTS NATL PROPERTIES
EQ0008412,BBG001S80FS5,YAMAURA CORP
EQ0008413,BBG001S80FV1,TIANJIN CAPITAL ENVIRON-H
EQ0008414,BBG001S80FW0,INZONE GROUP CO LTD-A
EQ0008415,BBG001S80FY8,WANGFUJING GROUP CO LTD-A
EQ0008417,BBG001S80G94,SUNCORP TECHNOLOGIES LTD
EQ0008418,BBG001S80GC0,DAMAI ENTERTAINMENT HOLDINGS
EQ0008419,BBG001S80GK1,THAIRUNG UNION CAR PUB CO
EQ0008420,BBG001S80GR4,GROWN ROGUE INTERNATIONAL IN
EQ0008421,BBG001S80GV9,TRANSPORTADOR GAS-ADR SP B
EQ0008422,BBG001S80HS1,XSTATE RESOURCES LTD
EQ0008423,BBG001S80JF1,RWC INC
EQ0008424,BBG001S80JG0,GAMBIT ENERGY INC
EQ0008425,BBG001S80JH9,UNITED RESOURCE HOLDINGS GRO
EQ0008426,BBG001S80JZ9,KOZO HOLDINGS CO LTD
EQ0008427,BBG001S80K13,SPACE CO LTD
EQ0008428,BBG001S80K22,CTI ENGINEERING CO LTD
EQ0008430,BBG001S80KB2,KPS CONSORTIUM BHD
EQ0008431,BBG001S80KJ4,NAMYUE HOLDINGS LTD
EQ0008432,BBG001S80KT3,KAIROSOFT AI SOLUTIONS LTD
EQ0008433,BBG001S80KV0,YUHE INTERNATIONAL INC
EQ0008434,BBG001S80KW9,RABA AUTOMOTIVE HOLDING PLC
EQ0008435,BBG001S80L02,POTOMAC BANCSHARES INC
EQ0008436,BBG001S80L66,CONCEJO AB
EQ0008437,BBG001S80LL9,TWA CORP
EQ0008438,BBG001S80LZ4,CLARKE INC
EQ0008439,BBG001S80M91,SHANTANU SHEOREY AQUAKULT
EQ0008440,BBG001S80MB8,THUNDER GOLD CORP
EQ0008441,BBG001S80MM6,CAL-MAINE FOODS INC
EQ0008442,BBG001S80N53,NEXERA ENERGY INC
EQ0008443,BBG001S80N99,VINDICATOR SILVER LEAD MNG
EQ0008444,BBG001S80NB6,WTB FINANCIAL CORP-CL A
EQ0008445,BBG001S80NX2,AHMAD HASSAN TEXTILE MILLS
EQ0008446,BBG001S80PL0,V GROUP INC
EQ0008448,BBG001S80PR4,DZS INC
EQ0008449,BBG001S80PW8,ASIA INSURANCE COMPANY LTD
EQ0008450,BBG001S80PX7,AMERIS BANCORP
EQ0008451,BBG001S80PY6,PENN ENTERTAINMENT INC
EQ0008452,BBG001S80PZ5,SIGA TECHNOLOGIES INC
EQ0008453,BBG001S80QK9,GREENBRIER COMPANIES INC
EQ0008454,BBG001S80QL8,STRIKE RESOURCES LTD
EQ0008455,BBG001S80QR2,DFCC BANK PLC
EQ0008456,BBG001S80QZ3,CNB FINANCIAL CORP/PA
EQ0008457,BBG001S80R09,YAMAZAWA CO LTD
EQ0008458,BBG001S80RC6,REKO INTERNATIONAL GROUP INC
EQ0008459,BBG001S80SM3,AUSTAL LTD
EQ0008460,BBG001S80SN2,DYNAFOND SA
EQ0008461,BBG001S80T14,AIRBOSS OF AMERICA CORP
EQ0008462,BBG001S80TR6,POLSON LTD
EQ0008463,BBG001S80V64,SUVANZA
EQ0008464,BBG001S80V73,ASTRA ENTERPRISE PCL
EQ0008465,BBG001S80VB8,NIKKI GLOBAL FINANCE LTD
EQ0008466,BBG001S80VG3,RAL YATIRIM HOLDING A.S
EQ0008467,BBG001S80VM6,DIESEL & MOTOR ENGINEERING
EQ0008468,BBG001S80VN5,DISTILLERIES CO OF SRI LANKA
EQ0008469,BBG001S80VP3,DIPPED PRODUCTS PLC
EQ0008470,BBG001S80WK6,COLOMBO DOCKYARDS PLC
EQ0008471,BBG001S80X97,DANKOTUWA PORCELAIN PLC
EQ0008472,BBG001S80XC3,YANKUANG ENERGY GROUP CO-H
EQ0008473,BBG001S80XZ8,FESCO GROUP-A
EQ0008474,BBG001S80Y04,AVIC AVIATION HIGH-TECHNOL-A
EQ0008475,BBG001S80Y13,INNER MONGOLIA MENGDIAN HU-A
EQ0008476,BBG001S80Y31,GT BIOPHARMA INC
EQ0008477,BBG001S80YF8,YI PO INTERNATIONAL HOLDING
EQ0008478,BBG001S80Z83,JULIUS BERGER NIGERIA PLC
EQ0008479,BBG001S80ZS1,ANALYST I.M.S.
EQ0008480,BBG001S80ZY4,AL-KHAIR GADOON LTD
EQ0008481,BBG001S81052,JCY INTERNATIONAL BHD
EQ0008482,BBG001S810D3,HIGASHI HOLDINGS CO LTD
EQ0008483,BBG001S810N2,INTEC CAPITAL LTD
EQ0008484,BBG001S810W2,CADBURY NIGERIA PLC
EQ0008485,BBG001S811D1,CERRO GRANDE MINING CORP
EQ0008486,BBG001S811F9,KENKO MAYONNAISE CO LTD
EQ0008487,BBG001S811G8,FUKOKU CO LTD
EQ0008488,BBG001S811H7,KANDA HOLDINGS CO LTD
EQ0008489,BBG001S811Q7,M.A.X. AUTOMATION SE
EQ0008490,BBG001S811S5,PRECOT LTD
EQ0008491,BBG001S811T4,PARKER AGROCHEM EXPORTS LTD
EQ0008492,BBG001S81230,PRIME SECURITIES LTD
EQ0008493,BBG001S81258,DEKUPLE
EQ0008494,BBG001S812F7,NATURA HUE CHEM LTD
EQ0008495,BBG001S812Q5,M6-METROPOLE TELEVISION
EQ0008496,BBG001S81365,NORTHERN NIGERIA FLOUR MILLS
EQ0008497,BBG001S813P4,MELON SA
EQ0008498,BBG001S813X5,CLINICA LAS CONDES SA
EQ0008499,BBG001S81418,ESSEX PROPERTY TRUST INC
EQ0008500,BBG001S81436,EAST WEST PROPERTIES PLC
EQ0008501,BBG001S81445,INVERSIONES UNESPA SA
EQ0008502,BBG001S81472,GFT TECHNOLOGIES SE
EQ0008503,BBG001S814C6,ANDARIVELES DE CORDILLERA SA
EQ0008504,BBG001S814G2,SOCD AGRICOLA ROSA SOFRUCO
EQ0008505,BBG001S814M5,FRUTICOLA VICONTO S.A.
EQ0008506,BBG001S814Z1,CHUMPORN PALM OIL IND PUB CO
EQ0008507,BBG001S81506,NASCON ALLIED INDUSTRIES PLC
EQ0008508,BBG001S81524,NESTLE NIGERIA PLC
EQ0008509,BBG001S81551,DELCATH SYSTEMS INC
EQ0008510,BBG001S815Q8,BANK MAYAPADA INTL TBK PT
EQ0008511,BBG001S815R7,PONSSE OYJ
EQ0008512,BBG001S817L9,SHANGHAI BRIGHT MEAT GROUP-A
EQ0008513,BBG001S817M8,E.B. CREASY & CO PLC
EQ0008514,BBG001S817P5,EDEN HOTEL LANKA PLC
EQ0008515,BBG001S817Y5,BBVA BANCO CONTINENTAL SA-CO
EQ0008516,BBG001S81800,INTERBANK-COMUN
EQ0008517,BBG001S818B8,MAHINDRA & MAHINDRA FIN SECS
EQ0008518,BBG001S818S0,UNION DICON SALT PLC
EQ0008519,BBG001S81917,CERVECERIA SAN JUAN-INV
EQ0008520,BBG001S819B6,INDBANK MERCHANT BANKING SER
EQ0008521,BBG001S81BP6,FABRICA NACIONAL ACUM ETNA-I
EQ0008522,BBG001S81C56,MERKO GIDA SANAYI VE TICARET
EQ0008523,BBG001S81C65,FIRST REAL ESTATE INV TR NJ
EQ0008524,BBG001S81D36,FABRICA PERUANA ETERNIT S.A.
EQ0008525,BBG001S81D54,FILAMENTOS INDUSTRIALES SA-I
EQ0008526,BBG001S81DK7,SCHALTBAU HOLDING AG
EQ0008527,BBG001S81DP2,INDUS ELECTRO QUIMICAS SA-I
EQ0008528,BBG001S81F40,MANUFACTURA DE METALES Y ALU
EQ0008530,BBG001S81GN7,SAN IGNACIO DE MOROCOCHA-T
EQ0008531,BBG001S81GQ4,CIA MINERA SANTA LUISA SA
EQ0008532,BBG001S81GY5,PERUBAR SA-INVERSION
EQ0008533,BBG001S81H19,SOCIEDAD MINERA EL BROCAL-IN
EQ0008534,BBG001S81HS0,KYUNG DONG NAVIEN CO LTD
EQ0008535,BBG001S81HT9,EKOCORP PLC
EQ0008536,BBG001S81J60,SEMAPA-SOCIEDADE DE INVESTIM
EQ0008537,BBG001S81J88,MAY & BAKER NIGERIA PLC
EQ0008538,BBG001S81JQ8,PHARMA-DEKO PLC
EQ0008539,BBG001S81KG6,SARTHAK GLOBAL LTD
EQ0008540,BBG001S81KK1,JPT SECURITIES LTD
EQ0008541,BBG001S81L83,GENCO CORP
EQ0008542,BBG001S81M27,RELIANCE INC
EQ0008543,BBG001S81M72,FUKUI COMPUTER HOLDINGS INC
EQ0008544,BBG001S81M90,SANSO ELECTRIC CO LTD
EQ0008545,BBG001S81MN4,VITAFOAM NIGERIA PLC
EQ0008546,BBG001S81MS9,AIICO INSURANCE PLC
EQ0008547,BBG001S81NK5,LASACO ASSURANCE PLC
EQ0008548,BBG001S81NS7,CHINA SPACESAT CO LTD -A
EQ0008549,BBG001S81PS2,GSB FINANCE LTD
EQ0008550,BBG001S81Q55,PRESTIGE ASSURANCE CO PLC
EQ0008551,BBG001S81Q82,GSL SECURITIES LTD
EQ0008552,BBG001S81QM6,MITSUBISHI UFJ FINANCIAL GRO
EQ0008553,BBG001S81RC5,NITCHES INC
EQ0008554,BBG001S81RV4,SAFFRON INDUSTRIES LTD
EQ0008555,BBG001S81RW3,DUTRON POLYMERS LTD
EQ0008556,BBG001S81S79,DIGERATI TECHNOLOGIES INC
EQ0008557,BBG001S81S88,B2B SOFTWARE TECHNOLOGIES
EQ0008558,BBG001S81ST5,JAINCO PROJECTS INDIA LTD
EQ0008559,BBG001S81SX0,VST TILLERS TRACTORS LTD
EQ0008560,BBG001S81SZ8,NAMHAE CHEMICAL CORP
EQ0008561,BBG001S81T95,TSURUYA CO LTD
EQ0008562,BBG001S81V09,BLUE STAR OPPORTUNITIES CORP
EQ0008563,BBG001S81V81,MATTHEWS INTL CORP-CLASS A
EQ0008564,BBG001S81V90,CITIZENS INC
EQ0008565,BBG001S81VK7,EASTERN MERCHANTS PLC
EQ0008566,BBG001S81VS9,EASTERN & ORIENTAL BHD
EQ0008567,BBG001S81VX3,MODETOUR NETWORK INC
EQ0008568,BBG001S81WG0,FUJI ELECTRIC INDUSTRY CO
EQ0008569,BBG001S81WH9,BELC CO LTD
EQ0008570,BBG001S81WJ7,YAC HOLDINGS CO LTD
EQ0008571,BBG001S81WN2,SEKICHU CO LTD
EQ0008572,BBG001S81WR8,DAISYO CORP
EQ0008573,BBG001S81WS7,MRK HOLDINGS INC
EQ0008574,BBG001S81XC2,SERVICE PROPERTIES TRUST
EQ0008575,BBG001S81XS5,AXILION SMART MOBILITY LTD
EQ0008576,BBG001S81XT4,HAMAT GROUP LTD
EQ0008577,BBG001S81YZ5,CALFRAC WELL SERVICES LTD
EQ0008578,BBG001S81Z00,FIRST INDUSTRIAL REALTY TR
EQ0008579,BBG001S81Z46,LYSAGHT GALVANIZED STEEL BHD
EQ0008580,BBG001S82097,KIRAN SYNTEX LTD
EQ0008581,BBG001S820C3,JAKARTA SETIABUDI INTL PT
EQ0008582,BBG001S820D2,SABOO SODIUM CHLORO LTD
EQ0008583,BBG001S82122,EGE ENDUSTRI VE TICARET AS
EQ0008584,BBG001S821V0,QUEMCHI SA
EQ0008585,BBG001S821Y7,INVERSIONES SIEMEL S.A.
EQ0008586,BBG001S822G5,OMEGA AG-SEEDS (PUNJAB) LTD
EQ0008587,BBG001S824M4,HEBA FASTIGHETS AB-B
EQ0008588,BBG001S824R9,SRI RAMAKRISHNA (COIMBATORE)
EQ0008589,BBG001S824T7,COSCO INDIA LTD
EQ0008590,BBG001S82514,BUNKYODO GROUP HOLDINGS CO L
EQ0008591,BBG001S82532,ALLIS ELECTRIC CO LTD
EQ0008592,BBG001S82578,GUJARAT COTEX LTD
EQ0008593,BBG001S825Y8,CB FINANCIAL SERVICES INC
EQ0008594,BBG001S825Z7,CYBER OPERATIONS INC
EQ0008595,BBG001S826C0,TAKIHYO CO LTD
EQ0008596,BBG001S82738,KUMBHAT FINANCIAL SERVICES
EQ0008597,BBG001S82765,RAJASTHAN SECURITIES LTD
EQ0008598,BBG001S827C8,COMMERCIAL INTL BANK-GDR REG
EQ0008599,BBG001S827D7,CHINA DISPLAY OPTOELECTRONIC
EQ0008600,BBG001S827F5,CARDIOCOMM SOLUTIONS INC
EQ0008601,BBG001S82809,ZHUHAI ZHUMIAN GROUP CO LTD
EQ0008602,BBG001S828C6,ETHEMA HEALTH CORP
EQ0008603,BBG001S828W4,PRAKASH WOOLLEN & SYNTHETIC
EQ0008604,BBG001S828Y2,OTP BANK PLC
EQ0008605,BBG001S828Z1,ROYAL EXCHANGE PLC
EQ0008606,BBG001S829G0,ITERA ASA
EQ0008607,BBG001S829J7,JAYA REAL PROPERTY PT
EQ0008608,BBG001S829M3,ORIENT SEMICONDUCTOR ELECTR
EQ0008610,BBG001S82BL9,WAPIC INSURANCE PLC
EQ0008612,BBG001S82CQ2,WATSCO INC
EQ0008613,BBG001S82CY3,THAI COATING INDUSTRIAL CO
EQ0008614,BBG001S82CZ2,MADAME BIOSCIENCE PCL
EQ0008615,BBG001S82DF2,AXISCADES TECHNOLOGIES LTD
EQ0008616,BBG001S82FT2,SOFTBANK GROUP CORP
EQ0008617,BBG001S82FV9,FAST RETAILING CO LTD
EQ0008618,BBG001S82H27,XTREME ONE ENTERTAINMENT INC
EQ0008619,BBG001S82HJ9,AKWEL
EQ0008620,BBG001S82J23,HAMLIN BK & TR/SMETHPORT PA
EQ0008621,BBG001S82J50,BALAJI AMINES LTD
EQ0008622,BBG001S82J69,RISHI LASER LTD
EQ0008623,BBG001S82JF9,NANOBAC PHARMACEUTICALS INC
EQ0008624,BBG001S82JW0,MEGAWORLD CORP
EQ0008625,BBG001S82K84,THIRUMALAI CHEMICALS LTD
EQ0008626,BBG001S82KB0,GUINEA INSURANCE PLC
EQ0008627,BBG001S82KF6,AUTOMATIC DATA PROCESSING
EQ0008628,BBG001S82KL9,AUTOSTRADE MERIDIONALI SPA
EQ0008629,BBG001S82KR3,RAVINDRA ENERGY LTD
EQ0008630,BBG001S82L28,ROOPA INDUSTRIES LTD
EQ0008631,BBG001S82LK8,TABCORP HOLDINGS LTD
EQ0008633,BBG001S82M44,MPHASIS LTD
EQ0008634,BBG001S82M62,UNIQUE ORGANICS LTD
EQ0008635,BBG001S82NC3,AVT NATURAL PRODUCTS LTD
EQ0008636,BBG001S82NG9,AD-MANUM FINANCE LTD
EQ0008637,BBG001S82NL3,APM INDUSTRIES LTD
EQ0008638,BBG001S82NN1,ATV PROJECTS INDIA LTD
EQ0008639,BBG001S82NP9,AVI PRODUCTS INDIA LTD
EQ0008640,BBG001S82NR7,AARTI DRUGS LTD
EQ0008641,BBG001S82NS6,AARTI INDUSTRIES LIMITED
EQ0008642,BBG001S82NV2,ABAN OFFSHORE LTD
EQ0008643,BBG001S82NX0,RADICO KHAITAN LTD
EQ0008644,BBG001S82NY9,OASIS SECURITIES LTD
EQ0008645,BBG001S82NZ8,TRIDENT LTD
EQ0008646,BBG001S82P01,SKYLINE MILLARS LTD
EQ0008647,BBG001S82P10,ACROW INDIA LTD
EQ0008648,BBG001S82P29,CARYSIL LTD
EQ0008649,BBG001S82P65,ADDI INDUSTRIES LTD
EQ0008650,BBG001S82P74,ADHINATH TEXTILES LTD
EQ0008651,BBG001S82PD7,NITIN CASTINGS LTD
EQ0008652,BBG001S82PG4,ADVANCE PETROCHEMICALS LTD
EQ0008653,BBG001S82PH3,AXTEL INDUSTRIES LTD
EQ0008654,BBG001S82PJ1,ADOR WELDING LTD
EQ0008655,BBG001S82PK9,AEGIS LOGISTICS LTD
EQ0008656,BBG001S82PL8,GENESYS INTL CORP LTD
EQ0008657,BBG001S82PM7,LUDLOW JUTE & SPECIALITIES L
EQ0008658,BBG001S82PR2,ADVANCE LIFESTYLES LTD
EQ0008659,BBG001S82PV7,AIMCO PESTICIDES LTD
EQ0008660,BBG001S82PX5,AJANTA SOYA LTD
EQ0008661,BBG001S82Q36,ALBERT DAVID LTD
EQ0008662,BBG001S82Q63,ALEMBIC LTD
EQ0008663,BBG001S82QC6,ALFRED HERBERT (INDIA) LTD
EQ0008664,BBG001S82QD5,ALKYL AMINES CHEMICALS LTD
EQ0008665,BBG001S82QH1,ALOK INDUSTRIES LTD
EQ0008666,BBG001S82QR0,AMAL LTD
EQ0008667,BBG001S82QV5,AMARA RAJA ENERGY & MOBILITY
EQ0008668,BBG001S82QW4,AMBALAL SARABHAI ENT LTD
EQ0008669,BBG001S82R43,ADF FOODS LTD
EQ0008670,BBG001S82R61,AMFORGE INDUSTRIES LTD
EQ0008671,BBG001S82R70,AMINES & PLASTICIZERS LTD
EQ0008672,BBG001S82R98,SUPERHOUSE LTD
EQ0008673,BBG001S82RP0,ANANT RAJ LTD
EQ0008674,BBG001S82RR8,ANDHRA CEMENTS LTD
EQ0008675,BBG001S82RS7,ANDHRA PETROCHEMICALS LTD
EQ0008676,BBG001S82RT6,ANDHRA PAPER LTD
EQ0008677,BBG001S82RY0,APT PACKAGING LTD
EQ0008678,BBG001S82RZ9,MODI NATURALS LTD
EQ0008679,BBG001S82S32,SHIVA TEXYARN LTD
EQ0008680,BBG001S82S50,ANSAL BUILDWELL LTD
EQ0008681,BBG001S82S69,ANSAL HOUSING LTD
EQ0008682,BBG001S82S78,ANSAL PROPERTIES & INFRASTRU
EQ0008683,BBG001S82S87,GLOBAL DEFENCE INDUSTRIES LI
EQ0008684,BBG001S82SB3,ANUH PHARMA LTD
EQ0008685,BBG001S82SD1,APCOTEX INDUSTRIES LTD
EQ0008686,BBG001S82SF9,APOLLO FINVEST INDIA LTD
EQ0008687,BBG001S82SG8,APOLLO HOSPITALS ENTERPRISE
EQ0008688,BBG001S82SJ5,APOLLO TYRES LTD
EQ0008689,BBG001S82SL2,APLAB LTD
EQ0008690,BBG001S82SN0,ARAVALI SECURITIES & FINANCE
EQ0008691,BBG001S82ST4,BN AGROCHEM LTD
EQ0008692,BBG001S82T03,ARTSON LTD
EQ0008693,BBG001S82T12,ARUNA HOTEL LTD
EQ0008694,BBG001S82T21,INDIA CEMENTS CAPITAL LTD
EQ0008695,BBG001S82T58,ARVIND LTD
EQ0008696,BBG001S82T94,ASAHI INDIA GLASS LTD
EQ0008697,BBG001S82TB1,ABB INDIA LTD
EQ0008698,BBG001S82TC0,AUTORIDERS INTERNATIONAL LTD
EQ0008699,BBG001S82TD9,ASHAPURA MINECHEM LTD
EQ0008700,BBG001S82TF7,ASHIANA AGRO INDUSTRIES LTD
EQ0008701,BBG001S82TG6,ASHIANA HOUSING LTD
EQ0008702,BBG001S82TH5,ASHIANA ISPAT LTD
EQ0008703,BBG001S82TK1,ASHIMA LTD
EQ0008704,BBG001S82TN8,ASHOK LEYLAND LTD
EQ0008705,BBG001S82TP6,BLACK ROSE INDUSTRIES LTD
EQ0008706,BBG001S82TY6,ASIAN HOTELS NORTH LTD
EQ0008707,BBG001S82V44,ACC LTD
EQ0008708,BBG001S82V71,ASI INDUSTRIES LTD
EQ0008709,BBG001S82V80,ASTRAZENECA PHARMA INDIA LTD
EQ0008710,BBG001S82V99,ASUTOSH ENTERPRISES LTD
EQ0008711,BBG001S82VF2,ATLAS CYCLES HARYANA LTD
EQ0008712,BBG001S82VK6,ATUL LTD
EQ0008714,BBG001S82VS8,AUTOMOBILE CORP OF GOA LTD
EQ0008715,BBG001S82VT7,AUTOMOTIVE AXLES LTD
